1:C 15 Mar 2023 04:00:46.488 # oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
1:C 15 Mar 2023 04:00:46.495 # Redis version=5.0.7, bits=64, commit=00000000, modified=0, pid=1, just started
1:C 15 Mar 2023 04:00:46.499 # Configuration loaded
1:M 15 Mar 2023 04:00:46.506 * Running mode=standalone, port=6380.
1:M 16 Mar 2023 01:39:58.980 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:04.087 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:09.182 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:14.278 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:19.411 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:24.494 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:29.603 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:34.738 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:39.847 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:44.950 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:50.061 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:40:55.180 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:00.303 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:05.375 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:10.481 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:15.594 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:20.665 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:25.762 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:30.896 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:36.018 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:41.139 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:46.213 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:51.317 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:41:56.443 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:01.526 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:06.632 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:11.753 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:16.905 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:22.000 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:27.150 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:32.286 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:37.375 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:42.471 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:47.578 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:52.702 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:42:57.829 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:02.970 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:08.052 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:13.158 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:18.286 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:23.374 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:28.494 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:33.609 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:38.725 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:43.846 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:48.959 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:54.074 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:43:59.203 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:04.334 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:09.454 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:14.559 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:19.674 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:24.797 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:29.934 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:35.060 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:40.168 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:45.286 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:50.389 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:44:55.491 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:00.610 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:05.727 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:10.867 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:16.006 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:21.109 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:26.230 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:31.345 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:36.456 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:41.581 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:46.696 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:51.829 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:45:56.910 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:02.025 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:07.159 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:12.249 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:17.391 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:22.502 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:27.629 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:32.727 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:37.849 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:42.961 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:48.036 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:53.155 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:46:58.253 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:03.354 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:08.468 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:13.559 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:18.659 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:23.756 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:28.878 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:33.975 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:39.064 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:44.185 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:49.290 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:54.411 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:47:59.531 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:04.641 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:09.740 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:14.827 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:19.985 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:25.080 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:30.207 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:35.324 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:40.424 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:45.530 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:50.629 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:48:55.768 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:00.879 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:05.989 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:11.128 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:16.229 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:21.372 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:26.475 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:31.589 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:36.710 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:41.809 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:46.917 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:52.027 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:49:57.131 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:02.264 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:07.363 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:12.487 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:17.603 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:22.719 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:27.845 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:32.936 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:38.035 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:43.148 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:48.252 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:53.359 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:50:58.486 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:03.589 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:08.730 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:13.852 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:18.947 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:24.065 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:29.175 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:34.274 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:39.391 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:44.510 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:49.639 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:54.743 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:51:59.855 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:04.959 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:10.068 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:15.200 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:20.324 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:25.437 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:30.561 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:35.663 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:40.777 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:45.895 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:51.008 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:52:56.130 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:01.243 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:06.335 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:11.455 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:16.566 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:21.657 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:26.743 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:31.841 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:36.959 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:42.065 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:47.185 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:52.286 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:53:57.388 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:02.501 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:07.608 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:12.723 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:17.828 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:22.923 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:28.029 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:33.127 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:38.236 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:43.358 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:48.440 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:53.556 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:54:58.654 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:03.735 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:08.816 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:13.910 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:19.025 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:24.126 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:29.217 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:34.317 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:39.430 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:44.506 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:49.610 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:54.743 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:55:59.842 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:04.964 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:10.061 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:15.162 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:20.283 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:25.360 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:30.452 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:35.554 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:40.659 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:45.747 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:50.857 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:56:55.978 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:01.050 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:06.150 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:11.239 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:16.322 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:21.413 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:26.502 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:31.610 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:36.683 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:41.790 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:46.906 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:52.011 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:57:57.102 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:02.222 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:07.311 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:12.394 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:17.492 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:22.608 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:27.698 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:32.813 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:37.928 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:43.015 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:48.142 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:53.249 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:58:58.347 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:03.459 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:08.552 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:13.645 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:18.777 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:23.876 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:28.977 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:34.090 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:39.205 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:44.307 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:49.411 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:54.503 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 01:59:59.600 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:04.723 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:09.843 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:14.950 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:20.077 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:25.188 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:30.278 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:35.365 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:40.455 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:45.558 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:50.674 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:00:55.777 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:00.894 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:06.018 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:11.130 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:16.237 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:21.362 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:26.437 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:31.510 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:36.639 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:41.747 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:46.883 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:51.976 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:01:57.063 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:02.166 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:07.295 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:12.382 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:17.499 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:22.587 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:27.687 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:32.788 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:37.909 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:43.013 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:48.128 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:53.249 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:02:58.345 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:03.456 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:08.579 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:13.704 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:18.830 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:23.899 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:28.998 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:34.134 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:39.239 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:44.359 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:49.454 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:54.553 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:03:59.654 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:04.762 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:09.854 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:14.968 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:20.082 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:25.205 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:30.327 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:35.419 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:40.526 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:45.625 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:50.739 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:04:55.885 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:05:01.009 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:05:06.090 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:05:11.203 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:05:16.319 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:05:21.396 - 0 clients connected (0 replicas), 824128 bytes in use
1:M 16 Mar 2023 02:05:26.502 - 0 clients connected (0 replicas), 824128 bytes in use
